cell,variant,embedder,traj_id,step_idx,n_steps,actor,d_a_sem,d_a_lex,d_a_gated,d_oA,d_oA_calibrated,d_oU,user_is_tool_turn,label_fail
qwen32B-int4_airline_50runs,baseline,bge-m3,2ab60ea0-bad2-491e-887d-78a1a398f4ad,7,14,tool,,,,,,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,2ab60ea0-bad2-491e-887d-78a1a398f4ad,8,14,agent,0.8479242324829102,0.40789473684210525,0.0,,,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,2ab60ea0-bad2-491e-887d-78a1a398f4ad,9,14,user,,,,,,0.12208980321884155,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,2ab60ea0-bad2-491e-887d-78a1a398f4ad,10,14,agent,0.6685574650764465,0.1891891891891892,0.0,0.5048157572746277,-0.04334980249404907,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,2ab60ea0-bad2-491e-887d-78a1a398f4ad,11,14,tool,,,,,,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,2ab60ea0-bad2-491e-887d-78a1a398f4ad,12,14,agent,0.6176837682723999,0.1,0.0,,,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,2ab60ea0-bad2-491e-887d-78a1a398f4ad,13,14,user,,,,,,0.36564916372299194,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,5ecb7138-87ad-454b-b8e5-ce0c80569617,0,12,agent,,,,,,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,5ecb7138-87ad-454b-b8e5-ce0c80569617,1,12,user,,,,,,0.5032726526260376,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,5ecb7138-87ad-454b-b8e5-ce0c80569617,2,12,agent,0.4945526719093323,0.0,0.0,0.5431019067764282,0.0002275407314300537,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,5ecb7138-87ad-454b-b8e5-ce0c80569617,3,12,tool,,,,,,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,5ecb7138-87ad-454b-b8e5-ce0c80569617,4,12,agent,0.6038547158241272,0.08620689655172414,0.0,,,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,5ecb7138-87ad-454b-b8e5-ce0c80569617,5,12,user,,,,,,0.264714777469635,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,5ecb7138-87ad-454b-b8e5-ce0c80569617,6,12,agent,0.8440739512443542,0.3181818181818182,0.0,,,,0,0
